0,PU,2013,,първи курс,втори курс,трети курс,четвърти курс,пети курс
5,ShU,2013,Социална педагогика (проф. направление Педагогика),52,51,48,66,3
6,ShU,2013,Специална педагогика (Логопедия) (проф. направление Педагогика),22,24,19,25,0
7,ShU,2013,Специална педагогика (Педагогика за деца с интелектуална недостатъчност) (проф. направление Педагогика),11,8,11,15,0
8,ShU,2013,Начална училищна педагогика (проф. направление Педагогика),0,0,0,33,0
9,ShU,2013,Предучилищна педагогика (проф. направление Педагогика),28,27,36,1,0
10,ShU,2013,Педагогика на обучението по биология и физика (проф. направление Педагогика на обучението по ...),10,8,16,5,1
11,ShU,2013,Педагогика на обучението по биология и химия (проф. направление Педагогика на обучението по ...),18,18,19,33,3
12,ShU,2013,Педагогика на обучението по български език и история (проф. направление Педагогика на обучението по ...),13,15,16,31,11
13,ShU,2013,Педагогика на обучението по български език и руски език (проф. направление Педагогика на обучението по ...),0,9,3,15,3
14,ShU,2013,Педагогика на обучението по география и биология (проф. направление Педагогика на обучението по ...),27,30,15,44,4
15,ShU,2013,Педагогика на обучението по изобразително изкуство (проф. направление Педагогика на обучението по ...),17,17,20,19,0
16,ShU,2013,Педагогика на обучението по история и география (проф. направление Педагогика на обучението по ...),21,17,17,22,8
17,ShU,2013,Педагогика на обучението по математика и информатика (проф. направление Педагогика на обучението по ...),13,13,10,27,8
18,ShU,2013,Педагогика на обучението по музика (проф. направление Педагогика на обучението по ...),18,18,16,35,4
19,ShU,2013,Педагогика на обучението по техника и технологии (проф. направление Педагогика на обучението по ...),28,19,17,19,1
20,ShU,2013,Педагогика на обучението по химия и опазване на околната среда (проф. направление Педагогика на обучението по ...),0,5,6,13,1
21,ShU,2013,Педагогика на обучението по физическо възпитание (проф. направление Педагогика на обучението по ...),40,29,34,34,0
22,ShU,2013,Английска филология (проф. направление Филология),30,41,42,75,11
23,ShU,2013,Българска филология (проф. направление Филология),55,40,60,47,26
24,ShU,2013,Немска филология (проф. направление Филология),0,0,0,11,4
25,ShU,2013,Приложна лингвистика (английски и немски език) (проф. направление Филология),0,9,2,10,1
26,ShU,2013,Приложна лингвистика (английски и руски език) (проф. направление Филология),12,14,12,14,1
27,ShU,2013,Приложна лингвистика (руски и турски език) (проф. направление Филология),9,0,11,11,2
28,ShU,2013,Руска филология (проф. направление Филология),8,14,14,17,5
29,ShU,2013,Турска филология (проф. направление Филология),12,16,14,13,0
30,ShU,2013,Приложна германистика (проф. направление Филология),7,12,9,0,0
31,ShU,2013,Археология (проф. направление История и археология),20,14,19,21,6
32,ShU,2013,История (проф. направление История и археология),19,14,19,33,13
33,ShU,2013,Теология (проф. направление Религия и теология),9,9,12,8,1
34,ShU,2013,Социални дейности (проф. направление Социални дейности),97,83,53,63,2
35,ShU,2013,Връзки с обществеността (проф. направление Обществени комуникации и информационни науки),32,16,14,13,0
36,ShU,2013,Журналистика (проф. направление Обществени комуникации и информационни науки),19,18,14,13,0
37,ShU,2013,Икономика (проф. направление Икономика),53,55,68,91,19
38,ShU,2013,Туризъм (проф. направление Туризъм),76,60,65,80,2
39,ShU,2013,Астрономия (проф. направление Физически науки),7,6,6,7,2
40,ShU,2013,Физика (проф. направление Физически науки),7,7,9,10,1
41,ShU,2013,Химия (проф. направление Химически науки),7,2,7,16,8
42,ShU,2013,Екология и опазване на околната среда (проф. направление Биологически науки),52,42,32,77,3
43,ShU,2013,Математика (проф. направление Математика),0,3,4,12,5
44,ShU,2013,Стопанска математика (проф. направление Математика),5,5,9,0,0
45,ShU,2013,Икономическа информатика (проф. направление Информатика и компютърни науки),23,23,17,32,2
46,ShU,2013,Компютърна информатика (проф. направление Информатика и компютърни науки),27,34,25,52,4
47,ShU,2013,Компютърни информационни технологии (проф. направление Информатика и компютърни науки),29,19,17,26,1
48,ShU,2013,Комуникационни и информационни системи (проф. направление Комуникационна и компютърна техника),20,17,15,37,0
49,ShU,2013,Радиолокационна техника и технологии (проф. направление Комуникационна и компютърна техника),0,0,7,2,0
50,ShU,2013,Сигналноохранителни системи и технологии (проф. направление Комуникационна и компютърна техника),22,19,19,21,0
51,ShU,2013,Радиокомуникационна техника и технологии (проф. направление Комуникационна и компютърна техника),9,3,0,0,0
52,ShU,2013,"Геодезия (проф. направление Архитектура строителство и геодезия)",22,26,17,44,2
53,ShU,2013,Инженерна логистика (проф. направление Общо инженерство),46,47,40,48,0
54,ShU,2013,Растителна защита (проф. направление Растителна защита),26,27,30,32,2
55,ShU,2013,Системи за сигурност (проф. направление Национална сигурност),25,24,19,16,2
0,ShU,2014,,първи курс,втори курс,трети курс,четвърти курс,дипломант (отчислен с право на дипломиране)
1,ShU,2014,Начална училищна педагогика и чужд език (проф. направление Педагогика),18,12,11,21,0
2,ShU,2014,Педагогика (проф. направление Педагогика),17,11,9,11,0
3,ShU,2014,Предучилищна и начална училищна педагогика (проф. направление Педагогика),67,60,59,55,2
4,ShU,2014,Социална педагогика (проф. направление Педагогика),59,48,46,58,3
5,ShU,2014,Специална педагогика (Логопедия) (проф. направление Педагогика),28,23,24,19,0
6,ShU,2014,Специална педагогика (Педагогика за деца с интелектуална недостатъчност) (проф. направление Педагогика),18,11,9,14,0
7,ShU,2014,Начална училищна педагогика (проф. направление Педагогика),0,0,0,8,3
8,ShU,2014,Предучилищна педагогика (проф. направление Педагогика),42,24,24,35,0
9,ShU,2014,Педагогика на обучението по биология и физика (проф. направление Педагогика на обучението по ...),9,9,8,18,0
10,ShU,2014,Педагогика на обучението по биология и химия (проф. направление Педагогика на обучението по ...),12,10,17,34,8
11,ShU,2014,Педагогика на обучението по български език и история (проф. направление Педагогика на обучението по ...),12,11,13,27,14
12,ShU,2014,Педагогика на обучението по български език и руски език (проф. направление Педагогика на обучението по ...),6,0,10,11,3
13,ShU,2014,Педагогика на обучението по география и биология (проф. направление Педагогика на обучението по ...),25,23,30,24,0
14,ShU,2014,Педагогика на обучението по изобразително изкуство (проф. направление Педагогика на обучението по ...),21,13,17,22,2
15,ShU,2014,Педагогика на обучението по история и география (проф. направление Педагогика на обучението по ...),12,16,15,19,9
16,ShU,2014,Педагогика на обучението по математика и информатика (проф. направление Педагогика на обучението по ...),11,11,10,22,3
17,ShU,2014,Педагогика на обучението по музика (проф. направление Педагогика на обучението по ...),23,16,15,29,2
18,ShU,2014,Педагогика на обучението по техника и технологии (проф. направление Педагогика на обучението по ...),18,27,15,16,0
19,ShU,2014,Педагогика на обучението по химия и опазване на околната среда (проф. направление Педагогика на обучението по ...),7,0,5,9,3
20,ShU,2014,Педагогика на обучението по физическо възпитание (проф. направление Педагогика на обучението по ...),31,34,16,47,0
21,ShU,2014,Английска филология (проф. направление Филология),37,24,39,63,2
22,ShU,2014,Българска филология (проф. направление Филология),27,38,39,93,22
23,ShU,2014,Немска филология (проф. направление Филология),0,0,0,3,0
24,ShU,2014,Приложна лингвистика (английски и немски език) (проф. направление Филология),0,0,8,5,0
25,ShU,2014,Приложна лингвистика (английски и руски език) (проф. направление Филология),11,10,12,17,0
26,ShU,2014,Приложна лингвистика (руски и турски език) (проф. направление Филология),0,9,0,13,2
27,ShU,2014,Руска филология (проф. направление Филология),0,7,12,22,2
28,ShU,2014,Турска филология (проф. направление Филология),0,8,13,17,0
29,ShU,2014,Приложна германистика (проф. направление Филология),8,6,9,6,0
30,ShU,2014,Приложна лингвистика (турски и немски език) (проф. направление Филология),5,0,0,0,0
31,ShU,2014,Руска филология с бизнес комуникация (проф. направление Филология),10,0,0,0,0
32,ShU,2014,Турска филология с бизнес комуникация (проф. направление Филология),17,0,0,0,0
33,ShU,2014,Българска филология с библиотечно-информационни дейности и книгоиздаване (проф. направление Филология),9,0,0,0,0
34,ShU,2014,Археология (проф. направление История и археология),10,19,11,28,6
35,ShU,2014,История (проф. направление История и археология),16,12,11,28,13
36,ShU,2014,Теология (проф. направление Религия и теология),10,8,10,12,3
37,ShU,2014,Социални дейности (проф. направление Социални дейности),91,94,71,70,2
38,ShU,2014,Връзки с обществеността (проф. направление Обществени комуникации и информационни науки),25,32,13,14,0
39,ShU,2014,Журналистика (проф. направление Обществени комуникации и информационни науки),17,17,19,16,0
40,ShU,2014,Икономика (проф. направление Икономика),62,54,53,77,6
41,ShU,2014,Туризъм (проф. направление Туризъм),75,69,65,67,0
42,ShU,2014,Астрономия (проф. направление Физически науки),0,7,6,7,1
43,ShU,2014,Физика (проф. направление Физически науки),0,9,6,11,2
44,ShU,2014,Астрономия и метеорология (проф. направление Физически науки),10,0,0,0,0
45,ShU,2014,Медицинска физика и радиоекология (проф. направление Физически науки),9,0,0,0,0
46,ShU,2014,Химия (проф. направление Химически науки),0,6,5,14,6
47,ShU,2014,Медицинска химия (проф. направление Химически науки),17,0,0,0,0
48,ShU,2014,Екология и опазване на околната среда (проф. направление Биологически науки),44,40,40,41,5
49,ShU,2014,Математика (проф. направление Математика),0,0,3,7,1
50,ShU,2014,Стопанска математика (проф. направление Математика),5,3,3,8,0
51,ShU,2014,Икономическа информатика (проф. направление Информатика и компютърни науки),14,15,22,31,3
52,ShU,2014,Компютърна информатика (проф. направление Информатика и компютърни науки),30,26,31,40,9
53,ShU,2014,Компютърни информационни технологии (проф. направление Информатика и компютърни науки),23,19,16,23,3
54,ShU,2014,Комуникационни и информационни системи (проф. направление Комуникационна и компютърна техника),23,16,17,17,0
55,ShU,2014,Радиолокационна техника и технологии (проф. направление Комуникационна и компютърна техника),0,0,0,8,0
56,ShU,2014,Сигналноохранителни системи и технологии (проф. направление Комуникационна и компютърна техника),18,15,18,18,0
57,ShU,2014,Радиокомуникационна техника и технологии (проф. направление Комуникационна и компютърна техника),0,8,1,0,0
58,ShU,2014,Компютърни технологии за автоматизация на производството (проф. направление Комуникационна и компютърна техника),20,0,0,0,0
59,ShU,2014,"Геодезия (проф. направление Архитектура строителство и геодезия)",24,19,23,27,3
60,ShU,2014,Инженерна логистика (проф. направление Общо инженерство),39,40,46,36,2
61,ShU,2014,Растителна защита (проф. направление Растителна защита),32,24,26,37,4
62,ShU,2014,Системи за сигурност (проф. направление Национална сигурност),30,23,21,22,0
0,ShU,2015,,първи курс,втори курс,трети курс,четвърти курс,дипломант (отчислен с право на дипломиране)
1,ShU,2015,Начална училищна педагогика и чужд език (проф. направление Педагогика),17,15,11,12,2
2,ShU,2015,Педагогика (проф. направление Педагогика),19,13,10,12,0
3,ShU,2015,Предучилищна и начална училищна педагогика (проф. направление Педагогика),64,68,56,69,2
4,ShU,2015,Социална педагогика (проф. направление Педагогика),45,58,41,49,1
5,ShU,2015,Специална педагогика (Логопедия) (проф. направление Педагогика),32,24,22,24,0
6,ShU,2015,Специална педагогика (Педагогика за деца с интелектуална недостатъчност) (проф. направление Педагогика),17,16,11,11,0
7,ShU,2015,Начална училищна педагогика (проф. направление Педагогика),0,0,0,0,2
8,ShU,2015,Предучилищна педагогика (проф. направление Педагогика),34,41,23,28,3
9,ShU,2015,Педагогика на обучението по биология и физика (проф. направление Педагогика на обучението по ...),8,6,6,7,1
10,ShU,2015,Педагогика на обучението по биология и химия (проф. направление Педагогика на обучението по ...),11,10,7,22,4
11,ShU,2015,Педагогика на обучението по български език и история (проф. направление Педагогика на обучението по ...),2,8,11,22,10
12,ShU,2015,Педагогика на обучението по български език и руски език (проф. направление Педагогика на обучението по ...),3,4,2,18,2
13,ShU,2015,Педагогика на обучението по география и биология (проф. направление Педагогика на обучението по ...),22,22,22,32,3
14,ShU,2015,Педагогика на обучението по изобразително изкуство (проф. направление Педагогика на обучението по ...),7,16,11,19,0
15,ShU,2015,Педагогика на обучението по история и география (проф. направление Педагогика на обучението по ...),8,9,17,23,7
16,ShU,2015,Педагогика на обучението по математика и информатика (проф. направление Педагогика на обучението по ...),11,11,10,19,4
17,ShU,2015,Педагогика на обучението по музика (проф. направление Педагогика на обучението по ...),15,24,17,20,6
18,ShU,2015,Педагогика на обучението по техника и технологии (проф. направление Педагогика на обучението по ...),17,17,19,19,1
19,ShU,2015,Педагогика на обучението по химия и опазване на околната среда (проф. направление Педагогика на обучението по ...),5,3,0,7,4
20,ShU,2015,Педагогика на обучението по физическо възпитание (проф. направление Педагогика на обучението по ...),34,30,25,21,1
21,ShU,2015,Английска филология (проф. направление Филология),30,31,25,60,3
22,ShU,2015,Българска филология (проф. направление Филология),28,22,32,66,21
23,ShU,2015,Немска филология (проф. направление Филология),0,0,0,0,1
24,ShU,2015,Приложна лингвистика (английски и немски език) (проф. направление Филология),6,0,0,12,1
25,ShU,2015,Приложна лингвистика (английски и руски език) (проф. направление Филология),10,11,9,16,0
26,ShU,2015,Приложна лингвистика (руски и турски език) (проф. направление Филология),0,0,8,5,2
27,ShU,2015,Руска филология (проф. направление Филология),0,0,7,15,2
28,ShU,2015,Турска филология (проф. направление Филология),0,0,6,17,0
29,ShU,2015,Приложна германистика (проф. направление Филология),10,4,3,11,0
30,ShU,2015,Приложна лингвистика (турски и немски език) (проф. направление Филология),3,3,0,0,0
31,ShU,2015,Руска филология с бизнес комуникация (проф. направление Филология),2,7,0,0,0
32,ShU,2015,Турска филология с бизнес комуникация (проф. направление Филология),9,15,0,0,0
33,ShU,2015,Българска филология с библиотечно-информационни дейности и книгоиздаване (проф. направление Филология),3,6,0,0,0
34,ShU,2015,Приложна лингвистика (турски и руски език) (проф. направление Филология),6,0,0,0,0
35,ShU,2015,Археология (проф. направление История и археология),8,9,15,12,10
36,ShU,2015,История (проф. направление История и археология),14,15,12,14,4
37,ShU,2015,Теология (проф. направление Религия и теология),12,8,6,11,3
38,ShU,2015,Социални дейности (проф. направление Социални дейности),87,90,83,75,2
39,ShU,2015,Връзки с обществеността (проф. направление Обществени комуникации и информационни науки),31,24,24,12,2
40,ShU,2015,Журналистика (проф. направление Обществени комуникации и информационни науки),12,12,14,20,0
41,ShU,2015,Икономика (проф. направление Икономика),53,52,53,60,8
42,ShU,2015,Туризъм (проф. направление Туризъм),59,72,64,65,1
43,ShU,2015,Астрономия (проф. направление Физически науки),0,0,6,6,1
44,ShU,2015,Физика (проф. направление Физически науки),0,0,9,8,0
45,ShU,2015,Астрономия и метеорология (проф. направление Физически науки),12,7,0,0,0
46,ShU,2015,Медицинска физика и радиоекология (проф. направление Физически науки),9,7,0,0,0
47,ShU,2015,Химия (проф. направление Химически науки),0,0,6,7,2
48,ShU,2015,Медицинска химия (проф. направление Химически науки),19,19,0,0,0
49,ShU,2015,Екология и опазване на околната среда (проф. направление Биологически науки),25,31,36,44,2
50,ShU,2015,Математика (проф. направление Математика),0,0,0,5,1
51,ShU,2015,Стопанска математика (проф. направление Математика),0,2,3,3,0
52,ShU,2015,Бизнес информатика (проф. направление Информатика и компютърни науки),17,0,0,0,0
53,ShU,2015,Икономическа информатика (проф. направление Информатика и компютърни науки),0,11,12,39,5
54,ShU,2015,Компютърна информатика (проф. направление Информатика и компютърни науки),30,25,23,38,4
55,ShU,2015,Компютърни информационни технологии (проф. направление Информатика и компютърни науки),17,14,18,21,2
56,ShU,2015,Комуникационни и информационни системи (проф. направление Комуникационна и компютърна техника),13,17,15,22,0
57,ShU,2015,Сигналноохранителни системи и технологии (проф. направление Комуникационна и компютърна техника),17,7,12,14,0
58,ShU,2015,Радиокомуникационна техника и технологии (проф. направление Комуникационна и компютърна техника),0,0,8,0,0
59,ShU,2015,Компютърни технологии за автоматизация на производството (проф. направление Комуникационна и компютърна техника),19,15,0,0,0
60,ShU,2015,"Геодезия (проф. направление Архитектура строителство и геодезия)",25,23,17,30,2
61,ShU,2015,Инженерна логистика (проф. направление Общо инженерство),32,41,35,46,0
62,ShU,2015,Растителна защита (проф. направление Растителна защита),30,28,24,25,6
63,ShU,2015,Системи за сигурност (проф. направление Национална сигурност),20,30,23,24,0
0,ShU,2016,,първи курс,втори курс,трети курс,четвърти курс,дипломант (отчислен с право на дипломиране)
1,ShU,2016,Начална училищна педагогика и чужд език (проф. направление Педагогика),21,16,14,15,3
2,ShU,2016,Педагогика (проф. направление Педагогика),21,12,12,11,2
3,ShU,2016,Предучилищна и начална училищна педагогика (проф. направление Педагогика),58,59,62,65,0
4,ShU,2016,Социална педагогика (проф. направление Педагогика),41,38,54,44,1
5,ShU,2016,Специална педагогика (Логопедия) (проф. направление Педагогика),17,28,20,22,0
6,ShU,2016,Специална педагогика (Педагогика за деца с интелектуална недостатъчност) (проф. направление Педагогика),9,18,13,14,0
7,ShU,2016,Начална училищна педагогика (проф. направление Педагогика),0,0,0,0,1
8,ShU,2016,Предучилищна педагогика (проф. направление Педагогика),33,33,41,26,1
9,ShU,2016,Педагогика на обучението по биология и физика (проф. направление Педагогика на обучението по ...),10,6,5,2,0
10,ShU,2016,Педагогика на обучението по биология и химия (проф. направление Педагогика на обучението по ...),9,11,10,12,4
11,ShU,2016,Педагогика на обучението по български език и английски език (проф. направление Педагогика на обучението по ...),2,0,0,0,0
12,ShU,2016,Педагогика на обучението по български език и история (проф. направление Педагогика на обучението по ...),3,1,6,14,10
13,ShU,2016,Педагогика на обучението по български език и руски език (проф. направление Педагогика на обучението по ...),2,1,2,10,4
14,ShU,2016,Педагогика на обучението по география и биология (проф. направление Педагогика на обучението по ...),12,22,21,28,1
15,ShU,2016,Педагогика на обучението по изобразително изкуство (проф. направление Педагогика на обучението по ...),10,7,16,14,0
16,ShU,2016,Педагогика на обучението по история и география (проф. направление Педагогика на обучението по ...),7,7,9,22,7
17,ShU,2016,Педагогика на обучението по математика и информатика (проф. направление Педагогика на обучението по ...),9,11,9,15,5
18,ShU,2016,Педагогика на обучението по музика (проф. направление Педагогика на обучението по ...),16,13,17,21,1
19,ShU,2016,Педагогика на обучението по техника и технологии (проф. направление Педагогика на обучението по ...),16,15,14,21,0
20,ShU,2016,Педагогика на обучението по химия и опазване на околната среда (проф. направление Педагогика на обучението по ...),4,3,4,2,2
21,ShU,2016,Педагогика на обучението по физическо възпитание (проф. направление Педагогика на обучението по ...),32,32,21,32,0
22,ShU,2016,Педагогика на обучението по български език и турски език (проф. направление Педагогика на обучението по ...),1,0,0,0,0
23,ShU,2016,Педагогика на обучението по история и английски език (проф. направление Педагогика на обучението по ...),1,0,0,0,0
24,ShU,2016,Английска филология (проф. направление Филология),36,27,29,52,6
25,ShU,2016,Българска филология (проф. направление Филология),7,23,21,58,16
26,ShU,2016,Приложна лингвистика (английски и немски език) (проф. направление Филология),1,4,0,2,0
27,ShU,2016,Приложна лингвистика (английски и руски език) (проф. направление Филология),11,8,7,10,0
28,ShU,2016,Приложна лингвистика (руски и турски език) (проф. направление Филология),0,0,0,9,0
29,ShU,2016,Руска филология (проф. направление Филология),0,0,0,15,1
30,ShU,2016,Турска филология (проф. направление Филология),0,0,0,7,0
31,ShU,2016,Приложна германистика (проф. направление Филология),10,7,2,3,0
32,ShU,2016,Приложна лингвистика (турски и немски език) (проф. направление Филология),0,0,1,0,0
33,ShU,2016,Руска филология с бизнес комуникация (проф. направление Филология),7,5,3,0,0
34,ShU,2016,Турска филология с бизнес комуникация (проф. направление Филология),17,12,15,0,0
35,ShU,2016,Българска филология с библиотечно-информационни дейности и книгоиздаване (проф. направление Филология),2,3,5,0,0
36,ShU,2016,Приложна лингвистика (турски и руски език) (проф. направление Филология),5,3,0,0,0
37,ShU,2016,Археология (проф. направление История и археология),13,8,9,12,4
38,ShU,2016,История (проф. направление История и археология),13,10,14,14,5
39,ShU,2016,Теология (проф. направление Религия и теология),10,10,7,9,1
40,ShU,2016,Социални дейности (проф. направление Социални дейности),92,91,74,94,1
41,ShU,2016,Връзки с обществеността (проф. направление Обществени комуникации и информационни науки),12,25,20,24,0
42,ShU,2016,Журналистика (проф. направление Обществени комуникации и информационни науки),9,12,10,15,0
43,ShU,2016,Икономика (проф. направление Икономика),30,45,49,57,4
44,ShU,2016,Туризъм (проф. направление Туризъм),38,60,70,63,4
45,ShU,2016,Астрономия (проф. направление Физически науки),0,0,0,5,1
46,ShU,2016,Физика (проф. направление Физически науки),0,0,0,9,1
47,ShU,2016,Астрономия и метеорология (проф. направление Физически науки),11,10,7,0,0
48,ShU,2016,Медицинска физика и радиоекология (проф. направление Физически науки),7,8,7,0,0
49,ShU,2016,Химия (проф. направление Химически науки),0,0,0,8,1
50,ShU,2016,Медицинска химия (проф. направление Химически науки),21,17,18,0,0
51,ShU,2016,Екология и опазване на околната среда (проф. направление Биологически науки),16,16,29,41,1
52,ShU,2016,География и регионална политика (проф. направление Науки за земята),17,0,0,0,0
53,ShU,2016,Математика (проф. направление Математика),0,0,0,1,0
54,ShU,2016,Стопанска математика (проф. направление Математика),0,0,1,4,0
55,ShU,2016,Бизнес математика (проф. направление Математика),11,0,0,0,0
56,ShU,2016,Бизнес информатика (проф. направление Информатика и компютърни науки),5,16,0,0,0
57,ShU,2016,Икономическа информатика (проф. направление Информатика и компютърни науки),0,0,10,27,4
58,ShU,2016,Компютърна информатика (проф. направление Информатика и компютърни науки),27,23,23,32,1
59,ShU,2016,Компютърни информационни технологии (проф. направление Информатика и компютърни науки),13,14,10,19,1
60,ShU,2016,Комуникационни и информационни системи (проф. направление Комуникационна и компютърна техника),11,9,14,14,0
61,ShU,2016,Сигналноохранителни системи и технологии (проф. направление Комуникационна и компютърна техника),1,13,9,12,1
62,ShU,2016,Радиокомуникационна техника и технологии (проф. направление Комуникационна и компютърна техника),0,0,0,7,0
63,ShU,2016,Компютърни технологии за автоматизация на производството (проф. направление Комуникационна и компютърна техника),12,13,11,0,0
64,ShU,2016,"Геодезия (проф. направление Архитектура строителство и геодезия)",2,19,20,21,1
65,ShU,2016,Инженерна логистика (проф. направление Общо инженерство),43,25,35,35,2
66,ShU,2016,Растителна защита (проф. направление Растителна защита),22,23,24,24,3
67,ShU,2016,Системи за сигурност (проф. направление Национална сигурност),18,16,26,23,1
0,BFU,2013,,първи курс,втори курс,трети курс,четвърти курс
1,BFU,2013,Психология (проф. направление Психология),62,0,0,0
2,BFU,2013,Социални дейности и консултиране (проф. направление Социални дейности),0,28,23,14
3,BFU,2013,Връзки с обществеността (проф. направление Обществени комуникации и информационни науки),34,18,27,47
4,BFU,2013,Журналистика (проф. направление Обществени комуникации и информационни науки),9,16,22,19
5,BFU,2013,Бизнес администрация (проф. направление Администрация и управление),16,22,34,33
6,BFU,2013,Публична администрация (проф. направление Администрация и управление),16,15,29,33
7,BFU,2013,Маркетинг (проф. направление Икономика),19,28,26,48
8,BFU,2013,Международни икономически отношения (проф. направление Икономика),24,0,0,0
9,BFU,2013,Счетоводство и контрол (проф. направление Икономика),20,22,34,70
10,BFU,2013,Финанси (проф. направление Икономика),27,16,26,71
11,BFU,2013,Информатика (проф. направление Информатика и компютърни науки),0,0,0,0
12,BFU,2013,Информатика и компютърни науки (проф. направление Информатика и компютърни науки),9,15,17,23
13,BFU,2013,Софтуерно инженерство (проф. направление Информатика и компютърни науки),26,0,0,0
14,BFU,2013,"Електроснабдяване и електрообзавеждане (проф. направление Електротехника електроника и автоматика)",32,0,0,0
15,BFU,2013,Компютърни системи и технологии (проф. направление Комуникационна и компютърна техника),26,28,21,41
16,BFU,2013,Комуникации и електронизация за възобновяеми енергийни източници (проф. направление Комуникационна и компютърна техника),22,30,38,0
0,BFU,2014,,първи курс,втори курс,трети курс,четвърти курс
1,BFU,2014,Психология (проф. направление Психология),58,50,0,0
2,BFU,2014,Социални дейности и консултиране (проф. направление Социални дейности),12,0,27,23
3,BFU,2014,Връзки с обществеността (проф. направление Обществени комуникации и информационни науки),0,30,17,26
4,BFU,2014,Журналистика (проф. направление Обществени комуникации и информационни науки),10,11,13,20
5,BFU,2014,Обществени комуникации и социална психология (проф. направление Обществени комуникации и информационни науки),30,0,0,0
6,BFU,2014,Бизнес администрация (проф. направление Администрация и управление),20,16,16,34
7,BFU,2014,Публична администрация (проф. направление Администрация и управление),0,14,11,31
8,BFU,2014,Маркетинг (проф. направление Икономика),10,13,24,27
9,BFU,2014,Международни икономически отношения (проф. направление Икономика),16,16,0,0
10,BFU,2014,Счетоводство и контрол (проф. направление Икономика),21,17,22,34
11,BFU,2014,Финанси (проф. направление Икономика),14,21,20,29
12,BFU,2014,Икономика и маркетинг на туризма (проф. направление Икономика),12,0,0,0
13,BFU,2014,Информатика и компютърни науки (проф. направление Информатика и компютърни науки),7,4,15,15
14,BFU,2014,Софтуерно инженерство (проф. направление Информатика и компютърни науки),38,23,0,0
15,BFU,2014,Приложна информатика и мултимедия (проф. направление Информатика и компютърни науки),6,0,0,0
16,BFU,2014,"Електроснабдяване и електрообзавеждане (проф. направление Електротехника електроника и автоматика)",20,28,0,0
17,BFU,2014,Компютърни системи и технологии (проф. направление Комуникационна и компютърна техника),21,26,28,22
18,BFU,2014,Комуникации и електронизация за възобновяеми енергийни източници (проф. направление Комуникационна и компютърна техника),16,15,27,33
0,BFU,2015,,първи курс,втори курс,трети курс,четвърти курс
1,BFU,2015,Психология (проф. направление Психология),59,40,48,0
2,BFU,2015,Социални дейности и консултиране (проф. направление Социални дейности),7,10,0,26
3,BFU,2015,Връзки с обществеността (проф. направление Обществени комуникации и информационни науки),0,0,25,18
4,BFU,2015,Журналистика (проф. направление Обществени комуникации и информационни науки),0,7,10,11
5,BFU,2015,Обществени комуникации и социална психология (проф. направление Обществени комуникации и информационни науки),17,21,0,0
